Customer_ID,Name,Gender,Age,Email,City,Signup_Date,Membership_Tier,Annual_Income,Purchase_Count,Total_Spent,Payment_Method,Satisfaction_Score,Churn_Risk_Score,App_Installed,Newsletter_Subscribed
CUST_00043,Darren Johnson,Male,34,raymondramirez@example.org,Houston,2026-08-05,Bronze,70503,20,1820.28,Apple Pay,5,0.11,TRUE,FALSE
CUST_00044,Margaret Ross,Female,46,sheila14@example.org,Phoenix,2025-06-08,Bronze,68142,12,1997.8,PayPal,5,0.68,TRUE,FALSE
CUST_00045,Andrew Carlson MD,Male,65,samuel81@example.com,San Antonio,2026-05-23,Bronze,67130,8,1279.75,Bank Transfer,1,0.48,FALSE,FALSE
CUST_00046,Andrew Graham,Male,31,michaeljones@example.net,Phoenix,2026-06-16,Gold,80557,5,220.47,PayPal,4,0.01,TRUE,FALSE
CUST_00047,Matthew Martinez,Male,55,william65@example.com,San Diego,2025-10-14,Bronze,55335,9,587.34,Credit Card,4,0.27,TRUE,FALSE
CUST_00048,Cheryl Ortega,Female,57,lbyrd@example.net,Phoenix,2025-05-26,Gold,85339,14,2226.24,Apple Pay,4,0.52,TRUE,TRUE
CUST_00049,Roy Torres,Male,66,russellcarpenter@example.net,Los Angeles,2024-08-29,VIP,25868,15,2473.62,Bank Transfer,4,0.9,TRUE,FALSE
CUST_00050,Michael Dixon,Male,52,donnacampbell@example.net,Phoenix,2025-08-04,Gold,55173,10,1610.58,Credit Card,2,0.4,FALSE,TRUE
CUST_00051,Sabrina Potter,Female,35,jeffrey32@example.org,San Antonio,2023-10-31,Bronze,60779,10,632.26,Apple Pay,1,0.08,TRUE,FALSE
CUST_00052,Lisa Mack DDS,Female,58,jennifercruz@example.com,Chicago,2024-06-04,Silver,40029,14,2483.28,PayPal,2,0.52,TRUE,FALSE
CUST_00053,Abigail Potter,Female,40,osbornejeffery@example.net,San Antonio,2025-03-31,Bronze,43488,10,1442.71,Bank Transfer,1,0.04,TRUE,FALSE
CUST_00054,Danielle Charles,Female,35,danderson@example.net,San Diego,2025-04-15,Silver,62127,9,1392.18,Bank Transfer,2,0.18,TRUE,FALSE
CUST_00055,Evan Fischer,Male,69,usalazar@example.net,New York,2024-12-21,Bronze,73648,12,471.49,Apple Pay,,0.45,TRUE,FALSE
CUST_00056,Jeremy Moore,Male,35,wcole@example.org,Chicago,2026-03-19,Bronze,69668,9,374.01,Bank Transfer,4,0.89,TRUE,FALSE
CUST_00057,Paula Washington,Female,65,joshuajones@example.com,Chicago,2024-05-25,Silver,71023,13,1146.33,Bank Transfer,4,0.34,FALSE,FALSE
CUST_00058,Steven Miller,Male,51,jessebenson@example.net,San Antonio,2024-05-02,Bronze,89704,10,1731.47,PayPal,,0.09,FALSE,FALSE
CUST_00059,Gary Owens,Male,24,clarkrobert@example.net,San Antonio,2026-07-13,Gold,70853,16,1062.76,Bank Transfer,3,0.17,TRUE,FALSE
CUST_00060,Spencer Johnston,Male,62,wsmith@example.com,Philadelphia,2025-12-14,Silver,63726,14,2135.34,Apple Pay,1,0.53,TRUE,FALSE
CUST_00061,Tiffany Barnes,Female,31,tracynelson@example.com,New York,2023-10-12,Silver,55222,10,314.07,Apple Pay,5,0.99,TRUE,TRUE
CUST_00062,Michael Powell,Male,29,marycalhoun@example.net,Los Angeles,2025-04-18,Gold,65710,12,1955.67,Apple Pay,5,0.11,TRUE,TRUE
CUST_00063,Kevin Alvarado,Male,52,dayderek@example.com,Chicago,2024-03-28,Bronze,72320,16,2610.37,Credit Card,3,0.2,TRUE,FALSE
CUST_00064,Erin Gibson,Female,43,kathleen64@example.com,San Antonio,2024-06-13,Silver,88702,17,2838.79,Credit Card,3,0.44,TRUE,FALSE
CUST_00065,Alec Ryan,Male,51,jeffrey10@example.org,Los Angeles,2026-07-17,Silver,,5,588.56,Apple Pay,3,0.43,TRUE,TRUE
CUST_00066,Alex Hernandez,Male,51,thomaswilson@example.org,San Antonio,2025-02-01,Silver,29906,12,1943.37,PayPal,1,0.15,TRUE,TRUE
CUST_00067,Jackie Obrien,Female,28,stricklandfrank@example.com,San Diego,2024-01-07,Bronze,89631,7,617.32,Credit Card,4,0.46,TRUE,TRUE
CUST_00068,Emily Byrd,Female,63,tsanders@example.org,Chicago,2023-12-03,Silver,64417,14,2028.75,Apple Pay,3,0.54,TRUE,FALSE
CUST_00069,Lori Garcia,Female,26,melissa91@example.net,San Diego,2026-01-15,Gold,39808,7,462.58,Apple Pay,3,0.73,FALSE,FALSE
CUST_00070,Jessica Wood,Female,60,alexander67@example.org,New York,2024-12-29,Gold,55924,15,486.09,PayPal,1,0.08,FALSE,TRUE
CUST_00071,Stephanie Stevens,Female,54,ryangross@example.net,New York,2024-07-03,Silver,65835,13,388.14,Bank Transfer,4,0.34,TRUE,TRUE
CUST_00072,Kimberly Webb,Female,29,lpetersen@example.com,Chicago,2024-08-29,Bronze,81412,18,1917.91,PayPal,3,0.92,TRUE,TRUE
CUST_00073,Taylor Ramirez,Female,24,dsanchez@example.net,Philadelphia,2025-07-10,Bronze,54225,9,1014.58,Bank Transfer,1,0.98,FALSE,TRUE
CUST_00074,Allen Rosales,Male,25,tonykelly@example.com,Phoenix,2024-09-18,Bronze,78588,13,2014.91,Bank Transfer,3,0.21,TRUE,FALSE
CUST_00075,Meredith Hill,Female,58,blackjames@example.org,San Diego,2025-11-08,Bronze,40238,14,1626.83,Credit Card,3,0.48,FALSE,FALSE
CUST_00076,Olivia Vaughn,Female,28,bwest@example.org,Phoenix,2024-07-29,Gold,75514,9,842.15,PayPal,4,0.03,TRUE,FALSE
CUST_00077,David Beck,Male,42,thomas85@example.com,Chicago,2026-09-07,Bronze,65383,13,1592.5,Bank Transfer,4,0.89,TRUE,TRUE
CUST_00078,Heather Chavez,Female,64,john13@example.com,New York,2024-01-20,Bronze,43837,16,2244.09,PayPal,2,0.2,TRUE,TRUE
CUST_00079,Philip Lopez,Male,37,joannahill@example.net,Philadelphia,2026-08-16,Gold,39953,10,883.45,Credit Card,4,0.59,TRUE,FALSE
CUST_00080,Douglas Garcia,Male,62,kennethward@example.com,Philadelphia,2023-09-26,Bronze,91470,15,1827.6,Credit Card,1,0.99,TRUE,FALSE
CUST_00081,Donald Mccann,Male,57,heidi27@example.org,San Diego,2026-04-24,Bronze,74260,11,2003.13,Bank Transfer,5,0.69,TRUE,TRUE
CUST_00082,Julie Alexander,Female,52,tammyking@example.com,New York,2024-01-14,Bronze,46997,12,2032.24,PayPal,2,0.21,TRUE,TRUE
CUST_00083,Katherine Ray,Female,30,hernandezlisa@example.com,New York,2023-12-13,Bronze,63517,13,1206.25,PayPal,2,0.77,TRUE,TRUE
CUST_00084,Kristin Butler,Female,47,kimberlyjames@example.com,San Antonio,2024-08-01,Gold,99469,11,924.23,PayPal,3,0.72,TRUE,FALSE
CUST_00085,Jessica Carroll,Female,51,lynchjody@example.org,Chicago,2025-07-27,Bronze,69466,8,842.9,Credit Card,1,0.34,TRUE,FALSE
CUST_00086,Brad Allen,Male,21,moorericky@example.net,Chicago,2025-06-22,Bronze,39206,6,1165.12,Apple Pay,4,0.01,TRUE,FALSE
CUST_00087,Crystal Mann,Female,67,ojones@example.com,San Antonio,2026-01-21,Gold,67665,15,2169.15,Apple Pay,1,0.85,TRUE,FALSE
CUST_00088,Mary Peck,Female,65,owilson@example.net,Chicago,2024-02-21,Gold,44969,12,500.33,Bank Transfer,3,0.73,TRUE,FALSE
CUST_00089,Brenda Brown,Female,57,brooke94@example.com,Chicago,2024-01-25,Bronze,85349,13,1113.39,Credit Card,5,0.56,TRUE,FALSE
CUST_00090,Melissa Bender,Female,57,mkim@example.org,Los Angeles,2026-05-12,Silver,24312,10,1623.3,Credit Card,2,0.32,TRUE,FALSE
CUST_00091,Larry Johnson,Male,60,suzannehuff@example.net,Houston,2025-06-15,Bronze,58435,18,390.73,Credit Card,1,0.05,FALSE,FALSE
CUST_00092,Phillip Underwood,Male,28,hinesgregory@example.net,San Diego,2025-08-25,Bronze,47204,6,684.32,Bank Transfer,1,0.73,TRUE,TRUE
CUST_00093,Catherine Richards,Female,55,ecosta@example.com,Philadelphia,2024-12-01,Bronze,64479,11,652.14,Apple Pay,5,0.95,FALSE,FALSE
CUST_00094,Ashley Martin,Female,29,ssteele@example.net,Los Angeles,2026-07-12,Gold,68513,15,1384.27,Bank Transfer,5,0.84,TRUE,TRUE
CUST_00095,Joshua Gibson,Male,67,johnny16@example.net,Los Angeles,2026-03-03,Bronze,72729,9,1147.58,Bank Transfer,3,0.53,TRUE,FALSE
CUST_00096,Sheila Murray,Female,53,lopezmichael@example.com,San Diego,2025-07-27,Bronze,82912,9,1049.9,Credit Card,5,0.59,TRUE,TRUE
CUST_00097,Dalton Dunn,Male,21,samuel71@example.org,Los Angeles,2026-08-12,Silver,,12,1122.26,Bank Transfer,3,0.37,TRUE,TRUE
CUST_00098,David Moore,Male,46,tranchristopher@example.org,Phoenix,2025-01-28,Silver,81254,12,1519.6,Credit Card,2,0.82,TRUE,FALSE
CUST_00099,Sandra Jimenez,Female,58,william46@example.com,Houston,2026-08-20,Silver,,8,503.71,Bank Transfer,4,0.93,FALSE,TRUE
CUST_00100,Kristen Reyes,Female,69,michellehill@example.com,Phoenix,2024-09-17,Gold,57887,17,2849.04,Bank Transfer,2,0.23,TRUE,FALSE
CUST_00101,Debra Smith,Female,31,mary97@example.org,Philadelphia,2025-01-12,Bronze,67866,13,1743.57,PayPal,3,0.54,TRUE,TRUE
CUST_00102,Evelyn Hines,Female,46,ugibson@example.org,Philadelphia,2026-08-20,Silver,65696,14,1038.43,Credit Card,1,0.71,TRUE,FALSE
CUST_00103,Janet Chase,Female,32,vwilliams@example.com,Los Angeles,2025-10-22,Bronze,56616,15,359.73,PayPal,3,0.32,TRUE,TRUE
CUST_00104,Jasmin Alvarado,Female,35,tylerjohnson@example.net,San Antonio,2026-08-04,Bronze,70658,7,804.05,Bank Transfer,3,0.83,TRUE,FALSE
CUST_00105,Brian Kirk,Male,21,foxstephen@example.net,Houston,2024-02-15,Bronze,74753,11,1007.24,Bank Transfer,3,0.27,TRUE,FALSE
CUST_00106,Wayne Jones,Male,67,matthew61@example.com,Phoenix,2026-04-02,Bronze,63512,14,2458.18,Credit Card,4,0.47,TRUE,FALSE
CUST_00107,Jamie Stewart,Female,68,cbrennan@example.net,New York,2023-11-24,Bronze,74640,7,1300.27,PayPal,1,0.62,TRUE,FALSE
CUST_00108,Thomas Bright,Male,56,hamiltoncorey@example.net,San Diego,2025-10-21,Silver,84937,9,1235.46,PayPal,2,0.33,TRUE,FALSE
CUST_00109,Carol Evans,Female,48,williamslaura@example.com,Chicago,2024-10-07,Bronze,58215,13,1886.26,Bank Transfer,1,0.86,TRUE,TRUE
CUST_00110,David Jenkins,Male,64,georgemiller@example.com,Houston,2025-07-21,Silver,28641,8,1050.14,Bank Transfer,2,0.7,TRUE,TRUE
CUST_00111,Thomas Thomas,Male,31,dlittle@example.com,San Diego,2025-09-10,Bronze,44219,24,3474.6,Credit Card,2,0.82,TRUE,FALSE
CUST_00112,Julie Roberts,Female,27,charleslandry@example.net,Philadelphia,2024-08-03,Silver,48390,19,2231.23,Apple Pay,2,0.71,TRUE,FALSE
CUST_00113,Mr. Jesus Turner,Male,38,gcastaneda@example.org,San Antonio,2024-11-01,Silver,97338,15,410.04,Apple Pay,,0.16,TRUE,FALSE
CUST_00114,Edward Lyons,Male,37,spencedominique@example.com,Chicago,2023-09-19,VIP,82583,14,1679.52,Credit Card,5,0.72,TRUE,FALSE
CUST_00115,Richard Beltran,Male,47,swall@example.org,Houston,2025-07-07,Silver,44829,16,3087.05,Apple Pay,4,0.42,TRUE,FALSE
CUST_00116,Mallory Oliver,Female,67,courtneyberger@example.net,Houston,2023-10-24,Gold,59447,12,303.49,Bank Transfer,4,0.4,TRUE,FALSE
CUST_00117,Andrew Diaz,Male,30,christopherphillips@example.net,Los Angeles,2024-12-09,Bronze,54912,16,2554.88,Bank Transfer,2,0.41,FALSE,TRUE
CUST_00118,Richard Walter,Male,59,alyssa42@example.com,Houston,2026-06-08,Bronze,,11,931.28,Credit Card,1,0.59,TRUE,TRUE
CUST_00119,Walter Phillips,Male,19,linda71@example.org,Philadelphia,2025-12-15,Bronze,57984,22,1374.76,Apple Pay,2,0.07,TRUE,TRUE
CUST_00120,Megan Craig,Female,61,zcoffey@example.net,Houston,2024-10-15,Silver,70197,19,1608.64,Credit Card,3,0.38,FALSE,FALSE
CUST_00121,Alexis Herrera,Female,46,vrichardson@example.net,New York,2024-06-24,Gold,67608,12,2371.26,Credit Card,5,0.12,TRUE,TRUE
CUST_00122,Mark Watson,Male,23,thomasharvey@example.net,Philadelphia,2024-09-04,VIP,81341,7,1007.14,PayPal,2,0.4,TRUE,FALSE
CUST_00123,Matthew Reid,Male,57,tblankenship@example.net,Los Angeles,2024-12-01,Bronze,79970,12,541.65,Bank Transfer,5,0.03,TRUE,FALSE
CUST_00124,Tracy Torres,Male,19,pwilson@example.net,Los Angeles,2024-02-06,Silver,21556,14,871.09,PayPal,2,0.96,TRUE,FALSE
CUST_00125,Meagan Paul,Female,35,umatthews@example.org,Philadelphia,2026-05-08,Bronze,67756,15,2447.88,Apple Pay,1,0.92,TRUE,FALSE
CUST_00126,Sandra Gilbert,Female,46,antonio53@example.com,Phoenix,2025-01-10,Gold,67501,8,618.08,Credit Card,1,0.87,TRUE,FALSE
CUST_00127,Heidi Pollard,Female,52,amy50@example.com,Houston,2024-07-09,Bronze,39728,11,458.01,Credit Card,1,0.54,TRUE,FALSE
CUST_00128,Dr. Roger Davis,Male,47,darleneharper@example.org,Philadelphia,2023-11-05,Silver,50994,11,959.04,Apple Pay,2,0.23,TRUE,FALSE
CUST_00129,William Buchanan,Male,21,caseyhubbard@example.org,San Diego,2025-06-14,Bronze,74335,16,749.1,PayPal,4,0.53,TRUE,FALSE
CUST_00130,Crystal Schroeder,Female,61,ramireztracey@example.org,Los Angeles,2025-04-25,Bronze,65876,17,3176.73,PayPal,5,0.06,TRUE,TRUE
CUST_00131,Brian Delacruz,Male,64,alexistyler@example.org,New York,2025-06-17,VIP,79563,12,1558.32,Bank Transfer,,0.72,TRUE,FALSE
CUST_00132,Deborah Martinez,Female,28,vfox@example.org,Houston,2025-02-13,Bronze,55738,15,1097.25,Apple Pay,5,0.79,FALSE,FALSE
CUST_00133,Jose Rodriguez,Male,62,soniawilliams@example.net,Los Angeles,2025-04-04,Silver,66878,20,3349.08,PayPal,1,0.88,TRUE,TRUE
CUST_00134,Tracey Brown,Female,26,bboone@example.net,Los Angeles,2024-01-07,Gold,58558,15,990.24,PayPal,3,0.3,TRUE,FALSE
CUST_00135,Jill Lam,Female,51,charlene12@example.com,San Antonio,2025-07-26,Silver,47868,9,946.08,Apple Pay,5,0.54,TRUE,FALSE
CUST_00136,Michelle James,Female,31,shawn96@example.org,Philadelphia,2026-01-27,Silver,61245,13,2571.42,Bank Transfer,5,0.14,TRUE,FALSE
CUST_00137,Matthew Rich,Male,57,russellbeasley@example.com,Houston,2024-09-16,Bronze,80639,13,2378.93,Credit Card,4,0.77,TRUE,TRUE
CUST_00138,Jason Davis,Male,24,qedwards@example.com,Phoenix,2026-07-22,Bronze,57202,10,1134.31,Apple Pay,5,0.07,TRUE,TRUE
CUST_00139,John Davis,Male,62,daviscolin@example.net,Phoenix,2024-10-23,Bronze,47410,14,2121.24,Credit Card,4,0.47,TRUE,FALSE
CUST_00140,Anthony Frye,Male,34,elizabeth65@example.net,San Diego,2026-07-08,VIP,46497,11,1847.18,PayPal,4,0,TRUE,FALSE
CUST_00141,Thomas Williams,Male,58,caroline51@example.net,Philadelphia,2025-03-20,Silver,53700,14,927.76,Apple Pay,1,0.79,TRUE,TRUE
CUST_00142,Karen Boone,Female,51,megan51@example.com,Chicago,2025-06-01,Silver,76839,9,797.07,PayPal,1,0.35,TRUE,FALSE
CUST_00143,Sarah Villegas,Female,36,lynchdiane@example.net,San Diego,2024-06-30,Silver,77544,16,3000.11,Bank Transfer,2,0.12,TRUE,FALSE
CUST_00144,Michael Parker,Male,34,michael22@example.net,Philadelphia,2025-08-31,Silver,65469,9,702.5,Bank Transfer,3,0.02,TRUE,FALSE
CUST_00145,Patrick Bonilla,Male,20,reesejason@example.com,Phoenix,2025-01-20,Gold,64624,13,669.12,Credit Card,1,0.5,TRUE,TRUE
CUST_00146,Emily Nguyen,Female,43,wareeric@example.net,Houston,2023-11-04,Bronze,,9,1438.29,Bank Transfer,4,0.12,TRUE,FALSE
CUST_00147,Jessica Coleman,Female,50,nperry@example.net,Chicago,2024-01-13,Bronze,73101,14,434.6,Bank Transfer,2,0.78,TRUE,FALSE
CUST_00148,Douglas Gregory,Male,27,trose@example.org,Houston,2024-05-09,Bronze,45762,11,367.77,Apple Pay,3,0.78,TRUE,FALSE
CUST_00149,Amy Harris DVM,Female,35,kathrynroberts@example.org,San Diego,2023-09-19,Gold,54008,8,1381.14,Bank Transfer,5,0.72,TRUE,TRUE
CUST_00150,Casey James,Female,40,vincentwhitaker@example.com,San Diego,2023-11-28,Silver,54474,15,1423.62,Bank Transfer,5,0.48,TRUE,FALSE
CUST_00151,Andrew Smith,Male,44,atkinsbarbara@example.net,Houston,2024-11-27,Bronze,50088,12,2063.81,Bank Transfer,2,0.1,TRUE,TRUE
CUST_00152,Dylan Sullivan,Male,59,george97@example.net,San Diego,2026-06-15,VIP,64535,13,1178.2,Credit Card,1,0.96,TRUE,FALSE
CUST_00153,Sarah Sanchez,Female,66,zwarren@example.com,San Antonio,2025-12-06,Silver,75168,12,1664.2,Apple Pay,1,0.9,TRUE,FALSE
CUST_00154,Peggy Jones,Female,62,schmidtjames@example.com,San Diego,2024-09-29,Silver,57681,12,330.01,PayPal,3,0.08,TRUE,TRUE
CUST_00155,Maria Hernandez,Female,39,thomasjames@example.net,San Diego,2024-02-25,Silver,53463,19,1593.56,Apple Pay,5,0.41,TRUE,TRUE
CUST_00156,Angela Bean,Female,66,kmarshall@example.net,New York,2025-01-15,Silver,30921,22,3486.12,PayPal,2,0.62,TRUE,TRUE
CUST_00157,Justin Reid,Male,59,michelle52@example.com,San Diego,2023-11-24,Silver,64592,17,723.21,Credit Card,2,0.47,FALSE,FALSE
CUST_00158,Elizabeth Hill,Female,52,bellcharles@example.com,Houston,2025-01-18,Bronze,73614,7,1309.39,Bank Transfer,1,0.22,TRUE,FALSE
CUST_00159,Sandra Jones,Female,48,gilbertwilliam@example.com,Los Angeles,2025-06-08,Bronze,68158,12,2383.62,PayPal,1,0.67,TRUE,FALSE
CUST_00160,Nancy Williams,Female,26,marcalvarez@example.org,Phoenix,2026-07-26,Bronze,72687,15,787.61,Apple Pay,3,0.05,TRUE,FALSE
CUST_00161,Robert Monroe,Male,33,wagnergerald@example.org,San Antonio,2025-10-25,Bronze,47058,10,1564.73,PayPal,3,0.74,FALSE,FALSE
CUST_00162,Joseph Bishop MD,Male,43,paul59@example.org,New York,2026-01-22,Silver,64403,15,1546.21,PayPal,1,0.01,TRUE,TRUE
CUST_00163,Andrea Davis,Female,60,umitchell@example.net,Los Angeles,2026-08-02,Bronze,45596,13,1138.11,Bank Transfer,4,0.54,TRUE,TRUE
CUST_00164,Brittany Miller,Female,52,sabrinacollins@example.net,San Antonio,2025-10-15,VIP,81169,15,2341.91,Apple Pay,3,0.84,TRUE,FALSE
CUST_00165,Linda Hurley,Female,53,angelica52@example.net,Phoenix,2025-10-20,Silver,70908,8,739.35,Apple Pay,5,0.87,TRUE,FALSE
CUST_00166,Yolanda Gaines,Female,42,lucasrodney@example.com,Houston,2023-09-30,Silver,51874,12,366.47,PayPal,2,0.33,TRUE,FALSE
CUST_00167,Tiffany Peterson,Female,48,ilee@example.org,Phoenix,2023-12-04,Silver,54247,6,766.08,Bank Transfer,3,0.74,TRUE,TRUE
CUST_00168,Ashley Wise,Female,66,stanleynancy@example.net,New York,2024-02-01,VIP,37001,8,1587.22,Credit Card,1,0.75,FALSE,FALSE
CUST_00169,Christopher Guerra,Male,31,jenniferwilliams@example.com,Los Angeles,2025-09-21,Bronze,75769,13,2435.3,Bank Transfer,3,0.78,FALSE,FALSE
CUST_00170,Jeremy Mitchell,Male,38,pyoung@example.com,Los Angeles,2026-08-04,Bronze,90133,15,1604.02,PayPal,4,0.13,TRUE,FALSE
CUST_00171,Stephanie Lee,Female,24,smurray@example.com,San Antonio,2025-03-15,Bronze,60886,18,403.42,Apple Pay,2,0.28,FALSE,TRUE
CUST_00172,Carla Gonzalez,Female,28,moniquewilliams@example.com,San Diego,2026-04-26,Bronze,50010,9,908.58,Apple Pay,4,0.78,TRUE,TRUE
CUST_00173,Brian Singleton,Male,39,mitchellkathryn@example.com,San Antonio,2025-01-15,Bronze,28636,10,239.28,Apple Pay,4,0.66,FALSE,FALSE
